comment,star
簡直無語！第二次來吃是因為第一次感覺確實不錯，可是我確定不會再來第三次。跟大夥兒說說原因：1.因為是週六所以中午12點電話預約晚上就餐，告知下午4點才開始能預約拿號，15:55電話預約告知包間已滿只剩大廳了，我說你家包間幾點開始預訂你倒是知曉一下顧客啊，去去吧誰叫咱樂意吃呢；2.因為我們去的人交多所以訂的大桌，下午4:30半就到了，被告知前面等待4-5桌，好吧4-5桌等等就等等，眼看4人桌的顧客一桌一桌的進，愣是等到6點半都沒進去吃上飯，更讓人忍無可忍的是該店是機器報號報兩次之後，沒有人工喊號確認就把我們的號pass了，當時我們坐在離店門口稍遠的等候區正直就餐時間商場環境嘈雜，機器報號聲音很不清楚，而且在等待的2個小時裡我們到前臺確認多次是否到號，足見顧客忠誠度，顧客沒聽到喊號作為商家你就不能再人工喊兩聲麼？在等待2個多小時後最終我們只得放棄大桌，5個人在一個4人桌就乎坐下了，而且這小桌還不是服務員主動為我們調換的，等我們坐下後一位貌似管點事的女服務員不鹹不淡的對我們說了一句，你們早說小桌可以不早就進來了麼，我去！拜託服務行業做成這樣，你家也算夠牛了；3.因為之前吃過所以菜品、主食跟湯羹我們就一塊點了，結果菜還沒上齊，服務員就把湯端上來了，帶著等坐的火我問了一句“你們這菜沒上齊就上湯啊？”我承認自己語氣不太好，結果服務員姐姐比我還厲害，直接問我“你也沒說湯後上啊？”我瞬間被問懵了，貌似你是中國人，你家也不是西餐，我點的也不是餐前湯，作為服務人員你是否有義務跟顧客確認一下“湯羹能否跟菜品一塊上來？”服務簡直垃圾！要不是心疼我那苦苦等候的時間，我是不會留下來吃這頓飯的；4.這是最後一點也是最讓我忍無可忍的，28日晚上在你家就的餐，29日一同就餐的幾個人全部腹瀉，作為消費者我也夠窩囊的了！我沒去衛生局投訴你是因為我沒有那麼多時間跟你掰扯這事，但是作為消費者，我會跟我身邊所有的朋友講述我的慘痛經歷。店家你也真是夠了，服務行業、餐飲行業的臉都盡了，別的用戶可能經歷我所經歷的一件事估計就不願再提及你家的事了，那是絕望，我之所以點評出來是要讓你意識到你服務中存在的問題，如果還想好好經營，就好好做下內部整頓吧，好自為之！,1
眾所周知的試吃菜單，餐前送的西瓜酸奶:稀不甜，感覺是自己做的，沒有加濃稠劑;飲料:喝了就知道(15元)，菜品味道都不錯，飲料一般般.希望有機會還可以多嘗試一些他家的菜.位置在哈爾濱道上，雖然窄，但是臨街所以並不難找.,4
滿懷期待去了，結果……………什麼也不想說！,2
十一點就去了才沒排隊，人太多了,5
味道一般。服務不到位。不推薦！,2
服務很好  有位美女服務員很熱情  菜品量也不錯  排骨一般  拉皮不錯  紅燒肉肥而不膩  蟶子分量也挺足,4
吃的太飽了，帶著公婆和爸媽去的，吃的太開心了，其實完全不用去自助取，坐等送來的肉就好了，肉是一波接一波，後來吃撐了，看見服務員來送肉都怕了，還會再去，但是得消化消化，哈哈！烤玉米，烤梅肉，烤雞翅，蛋撻，棉花糖都超級好！！！,5
寶貝過生日選了這家店，在濱江商廈的後面，挺好找的，我們坐在了第二層，因為去的早，所以沒有排隊，等到我們出來時，已經有很多人在等待了。他家雖然是 天津菜，但是做得都很有創意，奶茶也是用特殊的器皿裝的，饞魚蜜蝦下面的小魚，游來游去真想把它帶回家。他家還有團購票合適的。,4
之前很喜歡在這家，吃n次了。10.7號，去之前看到評論說有吃拉肚子，但是還是想去。結果今天朋友就拉肚子了！還不斷漲價！快整頓吧,2
菜量大，味道不錯，服務有待完善，可能是顧客太多了吧！總體很好。,5
口味一般，吃一次就夠了……不會再吃的,2
傳說很火的店 5點到了 足足等了一個小時 沒敢動地方 裡面有點像南京大排檔 有唱曲的 服務員很好 會幫忙推薦菜 小炒豬肝 味道不錯 乾酪魚就是奶味的果凍 服務員還提醒 別和小吊梨湯一起吃 怕拉肚子 牛肉燴飯量足 小吊梨湯有銀耳在裡面 粘粘的 總體好吃 糖餅 涼糕都好吃,5
據說自助餐排名第一啊！！肉都特別好吃，而且都是烤好牛仔給你送上來，一定推薦！,5
算是新東北菜吧，環境可以，飯點偶爾要等位,5
過年去的 等了好麼好麼久才進去 進去好多菜都沒有了 可以吃的很少 上菜慢死了 沒有這麼差的了 以前去的別的店挺好的呀 真不知道了,1
沒什麼新意和特色。有些讓人失望,2
反差太大，也許是我們不太會點菜，也許是讓我們撞上了，除了乾酪魚、素燒鵝還能接受，其他的就不說了。也許只有在北京才能吃到正宗的。,2
菜品口味一般 只是比較便宜 種類比較多 對於自助餐來說就算是不錯了,4
排了2個小時進去後被告知特色菜都沒有了，不能點，但是比我們晚到的人點居然又有了！最堵心的是菜裡還吃出了頭髮！,2
在大悅城吃的    上當的感覺  店大欺客了   中午連意麵都沒有  都是甜點飲料    還開什麼飯店   沒菜單    在銀臺平板電腦點單  態度特別不好   怠慢顧客     巨失望  下次不會去了,2
鍋包肉不好吃不正宗，菜鹹，海參半個,4
種草好久了 沒辜負我的期待！菜品種類豐富 下次還會去,5
超差評。1.菜單上的菜品基本沒有。服務員強迫只推薦一次能炒好幾桌的菜品2.只有一個廚師，so....且等吧 3.菜品味道不是一般的難吃4.點菜時，服務員會告訴你本店沒發票5.他的好評是怎麼來的，深表懷疑,1
量大實惠，味道也可以，適合朋友聚會，人太多了就是,4
不值得等這麼久，上菜特別慢，催了好多次都上不了菜！服務員的態度特別不好，所謂的店裡最大的領導竟然和顧客吵架！衝這態度我也再也不會去了！有這樣素質的領導，其他員工素質也高不到哪去！沒見過一家店服務員敢和顧客吵架！真是店大欺客！而且結完帳我們還在收拾東西，服務員就已經把下一批顧客帶過來了！這不是趕人嗎？態度超級不好！再也不會去！,1
服務和環境沒啥好說的，都算不錯。燻排骨，燻的過了，有股苦味。那個鐵板茄子，肉餡炸的太老了。網紅菜下次一定要慎重，真心不怎麼樣！,2
味道一般，量還小，排隊排了那麼久真不知道有什麼好吃的,1
挺好的，適合小盆友，帶閨女去的，她覺得還行，天使奶茶的瓶子挺可愛，其他菜品都是偏甜口，酸梅湯太甜了,4
家常菜。。味道重口，肉厚實，朋友帶我去的兩人160多。喜歡燻排骨很入味。大拉皮  醬汁濃郁。。。鍋包肉酥脆。。有點油 。。。京都肉餅  一層層的肉 很多 吃了兩塊 就很飽~~~~還會再去的。。,4
喜歡東北菜的可以去嚐嚐，挺不錯的。,5
性價比太高了，這個價位能有這種質量真心不錯了。最喜歡的是各種各樣的貝類，因為胃口很脆弱所以肉真的是吃兩口就膩，到最後很多樣都沒有嘗挺可惜的。蛋糕也還不錯吃，生蠔也真的很新鮮，這麼火不是沒有道理的，需要改進的地方是bgm單一，應該多放點其他音樂！希望店家生意興隆！,5
第二次來吃，今天帶著媽媽和兒子來品嚐，燻排骨和大拉皮特別值得推薦！奶香餅油有些大，但很好吃。他家菜量大，很實惠，以後還會去！,5
還不錯 但不是自己烤 感覺不錯 可以嘗試,5
一週之內有兩個人推薦，於是跟小夥伴去了，人超多，等了半個小時吧，點了個刀魚，還有個什麼忘了。可是都很鹹，讓我們大失所望,2
挺好吃的，菜量就是少點。但是環境不錯👍好多人，去晚了要排隊。不過有很多贈送的小吃，讓你餓不到肚子，小吊梨湯值得一品，他家的特色，而且還有外帶的瓶裝，不貴，就只能6小時內喝完，挺好的。老人喝了也不錯，不甜。,5
焗飯味道很好、網速太差、點個菜費死勁了,4
味道沒的說，很不錯，開發票太不方便了吧，還得自己填，非常不方便，很不人性,1
以前經常來 這次不太好 希望有負責人 來解決一下我的藥費問題,1
陪個朋友來吃的。真的是不會再來吃的那種。裝修風格就好像一個咖啡廳一樣應該只能做簡餐估計廚房很小直接導致上菜速度很慢。蛋糕口感還可以應該是配送的不是在這裡加工的，脆皮叉燒肉根本沒有吃出脆皮來，肉的烹飪火候也不夠，肥肉還很多很失敗是吃過最差的叉燒肉。鮮蝦芒果沙拉實在太可笑了做的一點也不清爽很膩很難吃，木瓜墊底中間竟然是西紅柿丁上面一點芒果三個蝦五個藍莓，西紅柿佔了配料的一大半最主要的還不是小西紅柿是很大的那種。意麵做的一般化不好不壞吃了也不會再想吃下次那種。焗飯做的不怎麼樣，烤箱溫度太高導致下面的米飯都糊了上面的牛肉也柴的了，但是芝士並沒有融到米飯牛肉個土豆裡，端上來一冷成了一個芝士蓋子。這裡的出廚師一看就是很著急的上菜根本不考慮菜品的好壞。建議還成下午茶餐廳吧，主菜做的太爛了。買點飲料咖啡小蛋糕還挺配裝修的。另外還要提一下服務員，他就在你面前你喊他三四次他也裝著聽不到，還不時的有服務員砸碎盤子嚇人到怪的。,2
一年前來過。這次故地重遊，還是來這裡吃了。私房菜，地方不大，三層，老式洋房改的，裝修佈置加菜品老闆都很用心。菜品雖然家常菜，味道很好，名字也起的很有特色。位置就在名流茶館的附近，吃完正好去聽相聲。這菜花看著素淨，可入口味道極好。蝦球酸甜口，也很可口。還點了招牌剔牙雞，光顧著吃了沒來的及拍照。如果以後有機會去天津還是會去的。,4
去了兩次，第一次去還有抽獎，抽中了一個杯子，喜歡炸蟹抓，烤大蝦，玉米,5
吃過的性價比最好的自助餐，一家老小都很滿意！,5
吃的我要吐 ～ 難吃死了！從來沒吃過這麼難吃的飯,1
都是雞肉，這也沒事，關鍵是太難吃了,2
還沒吃過呢  每回都爆滿 不知道一個東北菜為什麼火成這樣  有機會一定品嚐一下,5
兩個人中午去的，人特別多，沒想到工作日人也不少。拿號等了大概有二十分鐘左右，就有位置了。門口等號的時候可以憑號領一個雞蛋加一切，一個人一個，不能帶領的。能進去之後服務員帶到一半就走了，搞得我都不知道要坐那兒，又問了一個服務員才有位置，真心覺得尷尬啊…菜上的挺快的，因為貌似大家都是點的推薦的。小吊梨湯挺不錯的，越喝到下面味道越濃，一大壺超值啊…不建議點豆腐，說實話沒什麼味道，口感一般醬爆核桃鴨脯不錯，用薄餅裹著吃味道好，適合小孩子梨球果仁蝦也不錯，不過我不愛吃那個梨球，面太厚了，蝦不錯肉龍給的挺實在，肉看得到，價格也不貴，味道也好,4
翻開相冊才看見，菜沒照😂，首先來說這家店算是網紅店吧，很有北京特色得一家餐廳，類似於南京大排檔很有當地特色，菜品是北方人喜歡的那種，口味中，這次點了松仁三鮮，牛肉燴飯，乾酪魚，小吊梨湯，豌豆黃，素燒雞，口味都不錯，價格也還行，就是兩個人喝一壺梨湯有點喝不了，還有就是乾酪魚超級好吃，濃濃的奶香，好吃到爆！！！,4
太貴，主要是也沒覺得特別好吃，也就是環境不錯，難道就是吃個環境，顯然環境不是亮點了,2
在大眾上這家店超火。一點多來的，門口等位的依然很多。我們等了一個多小時。真是太火爆了。環境還不錯。菜品有特色。,4
多次光顧了，補餐很及時，就是人多，顯得有些嘈雜了，定單間很費勁，早了不給訂，鄰近了又訂不上,4
上菜劇慢，就是個甜品店，吃正餐不建議來。店裡人不多的時候，從點菜到現在已經過去40分鐘了，只上了水，不知道能不能吃到了。,1
服務員還OK 就是受不了點完餐就結賬 菜量也是少的可憐 面就幾根 開了那麼多家 可不可以兼顧一下品質 太傷主顧了 反正我不會再來了 身邊朋友也素 ps意大利麵吃到了尖辣子 誰能給我解釋一下 有圖 這種食材還是不要放了,2
不知道這家為啥五星，吃飯我最看重的還是味道，奶茶巨難喝，稀的不行，沒味道，就是杯子好看；魚皮就像從熟食店買來的小涼菜；蝦球膩膩的，是這頓飯我唯一能吃的菜，盤子好看，下面還有小魚在遊；還有叫張三丰的一道菜，就是海參絲炒肉絲，還不如我做的好吃😒上菜太慢，三個菜等了將近兩小時，一結賬更覺得不值，總之不推薦,2
